Date,Time,ASIN,Title,Seller,Price,MOQ,BuyBox,Link
15-Jun-2026,09:16:27,B0BG2KWV13,Pattex Super Glue All Plastics | Bonds All Difficult-to-Bond Plastics with Quick Dry Activator | Instant Grip Invisible Repair with Anti-Clog Cap | Compatible with All Plastics | 2g+4ml (Pack of 1),Amazon.ae,12.99,1,YES,https://www.amazon.ae/dp/B0BG2KWV13
15-Jun-2026,09:16:27,B0BG2KWV13,Pattex Super Glue All Plastics | Bonds All Difficult-to-Bond Plastics with Quick Dry Activator | Instant Grip Invisible Repair with Anti-Clog Cap | Compatible with All Plastics | 2g+4ml (Pack of 1),ADD 2 CART_UAE,24.99,1,NO,https://www.amazon.ae/dp/B0BG2KWV13
15-Jun-2026,09:16:27,B0BG2KWV13,Pattex Super Glue All Plastics | Bonds All Difficult-to-Bond Plastics with Quick Dry Activator | Instant Grip Invisible Repair with Anti-Clog Cap | Compatible with All Plastics | 2g+4ml (Pack of 1),Westline Store,39.80,1,NO,https://www.amazon.ae/dp/B0BG2KWV13
15-Jun-2026,09:16:27,B0DDGS2LRT,Pattex Super Glue All Plastics | Bonds All Difficult-to-Bond Plastics with Quick Dry Activator | Instant Grip Invisible Repair with Anti-Clog Cap | Compatible with All Plastics | 2g+4ml (Pack of 3),Amazon.ae,33.47,1,YES,https://www.amazon.ae/dp/B0DDGS2LRT
15-Jun-2026,09:16:27,B0DDGS2LRT,Pattex Super Glue All Plastics | Bonds All Difficult-to-Bond Plastics with Quick Dry Activator | Instant Grip Invisible Repair with Anti-Clog Cap | Compatible with All Plastics | 2g+4ml (Pack of 3),ADD 2 CART_UAE,49.29,1,NO,https://www.amazon.ae/dp/B0DDGS2LRT
15-Jun-2026,09:16:27,B09KCFHH3T,"Pattex Super Glue Mini Dose, Strong All Purpose Adhesive For Repairs , Easy To Use Instant Super Glue, 3X1G",Amazon.ae,8.99,1,YES,https://www.amazon.ae/dp/B09KCFHH3T
15-Jun-2026,09:16:27,B09KCFHH3T,"Pattex Super Glue Mini Dose, Strong All Purpose Adhesive For Repairs , Easy To Use Instant Super Glue, 3X1G",ADD 2 CART_UAE,21.00,1,NO,https://www.amazon.ae/dp/B09KCFHH3T
15-Jun-2026,09:16:27,B0DDGSGRP6,"Pattex Super Glue Mini Dose | All Purpose Clear Adhesive with Anti-Clog Cap | Instant Grip Invisible Repair | Compatible with Metal, Ceramic, Rubber, Leather, Wood | Dishwasher Safe | 3x1g (Pack of 3)",Amazon.ae,21.52,1,YES,https://www.amazon.ae/dp/B0DDGSGRP6
15-Jun-2026,09:16:27,B0DDGSGRP6,"Pattex Super Glue Mini Dose | All Purpose Clear Adhesive with Anti-Clog Cap | Instant Grip Invisible Repair | Compatible with Metal, Ceramic, Rubber, Leather, Wood | Dishwasher Safe | 3x1g (Pack of 3)",ADD 2 CART_UAE,41.99,1,NO,https://www.amazon.ae/dp/B0DDGSGRP6
15-Jun-2026,09:16:27,B09KCFJ9SR,"Pattex Repair 100% | All Purpose Super Glue For Medium-Large Surfaces | Instant Invisible Repair | Compatible with Metal, Ceramic, Rubber, Leather Wood & More| Indoor & Outdoor Use | 50g (Pack of 1)",Amazon.ae,30.90,1,YES,https://www.amazon.ae/dp/B09KCFJ9SR
15-Jun-2026,09:16:27,B09KCFJ9SR,"Pattex Repair 100% | All Purpose Super Glue For Medium-Large Surfaces | Instant Invisible Repair | Compatible with Metal, Ceramic, Rubber, Leather Wood & More| Indoor & Outdoor Use | 50g (Pack of 1)",ADD 2 CART_UAE,39.99,1,NO,https://www.amazon.ae/dp/B09KCFJ9SR
15-Jun-2026,09:16:27,B09KCFJ9SR,"Pattex Repair 100% | All Purpose Super Glue For Medium-Large Surfaces | Instant Invisible Repair | Compatible with Metal, Ceramic, Rubber, Leather Wood & More| Indoor & Outdoor Use | 50g (Pack of 1)",Westline Store,89.00,1,NO,https://www.amazon.ae/dp/B09KCFJ9SR
15-Jun-2026,09:16:27,B09KCGX8G3,"Pattex Repair Extreme Gel | All Purpose Clear Adhesive with Extreme Resistance | Flexible, Shock Resistant & Waterproof | Compatible with Metal, Ceramic, Rubber, Leather, Wood & More | 8g (Pack of 1)",Amazon.ae,11.50,1,YES,https://www.amazon.ae/dp/B09KCGX8G3
15-Jun-2026,09:16:27,B09KCGX8G3,"Pattex Repair Extreme Gel | All Purpose Clear Adhesive with Extreme Resistance | Flexible, Shock Resistant & Waterproof | Compatible with Metal, Ceramic, Rubber, Leather, Wood & More | 8g (Pack of 1)",ADD 2 CART_UAE,21.99,1,NO,https://www.amazon.ae/dp/B09KCGX8G3
15-Jun-2026,09:16:27,B09KCGX8G3,"Pattex Repair Extreme Gel | All Purpose Clear Adhesive with Extreme Resistance | Flexible, Shock Resistant & Waterproof | Compatible with Metal, Ceramic, Rubber, Leather, Wood & More | 8g (Pack of 1)",Westline Store,43.00,1,NO,https://www.amazon.ae/dp/B09KCGX8G3
15-Jun-2026,09:16:27,B09KCGX8G3,"Pattex Repair Extreme Gel | All Purpose Clear Adhesive with Extreme Resistance | Flexible, Shock Resistant & Waterproof | Compatible with Metal, Ceramic, Rubber, Leather, Wood & More | 8g (Pack of 1)",SMART-FZC,44.00,1,NO,https://www.amazon.ae/dp/B09KCGX8G3
15-Jun-2026,09:16:27,B0DDH2T3Q1,"Pattex Repair Extreme Gel | All Purpose Clear Adhesive with Extreme Resistance | Flexible, Shock Resistant & Waterproof | Compatible with Metal, Ceramic, Rubber, Leather, Wood & More | 8g (Pack of 3)",Amazon.ae,31.08,1,YES,https://www.amazon.ae/dp/B0DDH2T3Q1
15-Jun-2026,09:16:27,B0DDH2T3Q1,"Pattex Repair Extreme Gel | All Purpose Clear Adhesive with Extreme Resistance | Flexible, Shock Resistant & Waterproof | Compatible with Metal, Ceramic, Rubber, Leather, Wood & More | 8g (Pack of 3)",ADD 2 CART_UAE,60.99,1,NO,https://www.amazon.ae/dp/B0DDH2T3Q1
15-Jun-2026,09:16:27,B0BG2Q17ZC,"Pattex Power Epoxy Universal Syringe | With Convenient Instant Mix Syringe | Water & Temperature Resistant | Compatible with Metal, Ceramic, Glass & Wood | Indoor & Outdoor Use | 11ml (Pack of 1)",Amazon.ae,16.79,1,YES,https://www.amazon.ae/dp/B0BG2Q17ZC
15-Jun-2026,09:16:27,B0BG2Q17ZC,"Pattex Power Epoxy Universal Syringe | With Convenient Instant Mix Syringe | Water & Temperature Resistant | Compatible with Metal, Ceramic, Glass & Wood | Indoor & Outdoor Use | 11ml (Pack of 1)",ADD 2 CART_UAE,33.49,1,NO,https://www.amazon.ae/dp/B0BG2Q17ZC
15-Jun-2026,09:16:27,B0BG2Q17ZC,"Pattex Power Epoxy Universal Syringe | With Convenient Instant Mix Syringe | Water & Temperature Resistant | Compatible with Metal, Ceramic, Glass & Wood | Indoor & Outdoor Use | 11ml (Pack of 1)",Westline Store,48.00,1,NO,https://www.amazon.ae/dp/B0BG2Q17ZC
15-Jun-2026,09:16:27,B0DDHF3MJM,"Pattex Power Epoxy Universal Syringe | With Convenient Instant Mix Syringe | Water & Temperature Resistant | Compatible with Metal, Ceramic, Glass & Wood | Indoor & Outdoor Use | 11ml (Pack of 3)",Amazon.ae,40.64,1,YES,https://www.amazon.ae/dp/B0DDHF3MJM
15-Jun-2026,09:16:27,B0DDHF3MJM,"Pattex Power Epoxy Universal Syringe | With Convenient Instant Mix Syringe | Water & Temperature Resistant | Compatible with Metal, Ceramic, Glass & Wood | Indoor & Outdoor Use | 11ml (Pack of 3)",ADD 2 CART_UAE,56.77,1,NO,https://www.amazon.ae/dp/B0DDHF3MJM
15-Jun-2026,09:16:27,B09KCG9FZT,"Pattex No More Nails Strong & Easy | All Purpose Heavy-Duty Mounting Adhesive | Solvent Free & Low Order Mount Glue | Compatible with Wood, Ceramic, Aluminum, Concrete, Bricks & More | 50g (Pack of 1)",Amazon.ae,16.79,1,YES,https://www.amazon.ae/dp/B09KCG9FZT
15-Jun-2026,09:16:27,B09KCG9FZT,"Pattex No More Nails Strong & Easy | All Purpose Heavy-Duty Mounting Adhesive | Solvent Free & Low Order Mount Glue | Compatible with Wood, Ceramic, Aluminum, Concrete, Bricks & More | 50g (Pack of 1)",ADD 2 CART_UAE,28.99,1,NO,https://www.amazon.ae/dp/B09KCG9FZT
15-Jun-2026,09:16:27,B0DDGWMTY5,"Pattex No More Nails Strong & Easy | All Purpose Heavy-Duty Mounting Adhesive | Solvent Free & Low Odor Mount Glue | Compatible with Wood, Ceramic, Aluminum, Concrete, Bricks & More | 50g (Pack of 2)",Amazon.ae,27.09,1,YES,https://www.amazon.ae/dp/B0DDGWMTY5
15-Jun-2026,09:16:27,B0DDGWMTY5,"Pattex No More Nails Strong & Easy | All Purpose Heavy-Duty Mounting Adhesive | Solvent Free & Low Odor Mount Glue | Compatible with Wood, Ceramic, Aluminum, Concrete, Bricks & More | 50g (Pack of 2)",ADD 2 CART_UAE,42.49,1,NO,https://www.amazon.ae/dp/B0DDGWMTY5
15-Jun-2026,09:16:27,B09KCHS3PH,"Pattex No More Nails Invisible | All Purpose Heavy-Duty Mounting Adhesive | Solvent Free & Low Order Mount Glue | Compatible with Wood, Ceramic, Aluminum, Concrete, Bricks & More | 40g (Pack of 1)",Amazon.ae,15.11,1,YES,https://www.amazon.ae/dp/B09KCHS3PH
15-Jun-2026,09:16:27,B09KCHS3PH,"Pattex No More Nails Invisible | All Purpose Heavy-Duty Mounting Adhesive | Solvent Free & Low Order Mount Glue | Compatible with Wood, Ceramic, Aluminum, Concrete, Bricks & More | 40g (Pack of 1)",ADD 2 CART_UAE,39.99,1,NO,https://www.amazon.ae/dp/B09KCHS3PH
15-Jun-2026,09:16:27,B0DDGRGWDC,"Pattex No More Nails Invisible | All Purpose Heavy-Duty Mounting Adhesive | Solvent Free & Low Odor Mount Glue | Compatible with Wood, Ceramic, Aluminum, Concrete, Bricks & More | 40g (Pack of 2)",Amazon.ae,27.09,1,YES,https://www.amazon.ae/dp/B0DDGRGWDC
15-Jun-2026,09:16:27,B0DDGRGWDC,"Pattex No More Nails Invisible | All Purpose Heavy-Duty Mounting Adhesive | Solvent Free & Low Odor Mount Glue | Compatible with Wood, Ceramic, Aluminum, Concrete, Bricks & More | 40g (Pack of 2)",ADD 2 CART_UAE,42.69,1,NO,https://www.amazon.ae/dp/B0DDGRGWDC
15-Jun-2026,09:16:27,B08B4T7CXB,PATTEX DOUBLE SIDE FOAM TAPE=80KG-,Amazon.ae,11.00,1,YES,https://www.amazon.ae/dp/B08B4T7CXB
15-Jun-2026,09:16:27,B08B4T7CXB,PATTEX DOUBLE SIDE FOAM TAPE=80KG-,MySyara Shop,11.10,1,NO,https://www.amazon.ae/dp/B08B4T7CXB
15-Jun-2026,09:16:27,B08B4T7CXB,PATTEX DOUBLE SIDE FOAM TAPE=80KG-,ADD 2 CART_UAE,24.99,1,NO,https://www.amazon.ae/dp/B08B4T7CXB
15-Jun-2026,09:16:27,B08B4T7CXB,PATTEX DOUBLE SIDE FOAM TAPE=80KG-,Factory_store,15.00,1,NO,https://www.amazon.ae/dp/B08B4T7CXB
15-Jun-2026,09:16:27,B08B4T7CXB,PATTEX DOUBLE SIDE FOAM TAPE=80KG-,ABBASALIHARDWAREBR3,28.70,1,NO,https://www.amazon.ae/dp/B08B4T7CXB
15-Jun-2026,09:16:27,B08B4T7CXB,PATTEX DOUBLE SIDE FOAM TAPE=80KG-,Kanan Store,34.00,1,NO,https://www.amazon.ae/dp/B08B4T7CXB
15-Jun-2026,09:16:27,B08B4T7CXB,PATTEX DOUBLE SIDE FOAM TAPE=80KG-,Reliable Electrical & Sanitary Materials,24.00,1,NO,https://www.amazon.ae/dp/B08B4T7CXB
15-Jun-2026,09:16:27,B08B4T7CXB,PATTEX DOUBLE SIDE FOAM TAPE=80KG-,CanvasGT,25.00,1,NO,https://www.amazon.ae/dp/B08B4T7CXB
15-Jun-2026,09:16:27,B08B4T7CXB,PATTEX DOUBLE SIDE FOAM TAPE=80KG-,ABBASALIHARDWARE,25.00,1,NO,https://www.amazon.ae/dp/B08B4T7CXB
15-Jun-2026,09:16:27,B08B4T7CXB,PATTEX DOUBLE SIDE FOAM TAPE=80KG-,SMART-FZC,44.00,1,NO,https://www.amazon.ae/dp/B08B4T7CXB
15-Jun-2026,09:16:27,B0DDH8RK64,"Pattex No More Nails Mounting Tape | All Purpose Double-Sided Foam Tape | Compatible with Mirror, Metal, Wood, Bricks, Stone, Tiles & More | Capacity: Upto 80kg/ Roll | 19mm x 1.5m Roll (Pack of 3)",Amazon.ae,33.47,1,YES,https://www.amazon.ae/dp/B0DDH8RK64
15-Jun-2026,09:16:27,B0DDH8RK64,"Pattex No More Nails Mounting Tape | All Purpose Double-Sided Foam Tape | Compatible with Mirror, Metal, Wood, Bricks, Stone, Tiles & More | Capacity: Upto 80kg/ Roll | 19mm x 1.5m Roll (Pack of 3)",COCTRENDZ CO,33.47,1,NO,https://www.amazon.ae/dp/B0DDH8RK64
15-Jun-2026,09:16:27,B0DDH8RK64,"Pattex No More Nails Mounting Tape | All Purpose Double-Sided Foam Tape | Compatible with Mirror, Metal, Wood, Bricks, Stone, Tiles & More | Capacity: Upto 80kg/ Roll | 19mm x 1.5m Roll (Pack of 3)",MySyara Shop,41.90,1,NO,https://www.amazon.ae/dp/B0DDH8RK64
15-Jun-2026,09:16:27,B0DDH8RK64,"Pattex No More Nails Mounting Tape | All Purpose Double-Sided Foam Tape | Compatible with Mirror, Metal, Wood, Bricks, Stone, Tiles & More | Capacity: Upto 80kg/ Roll | 19mm x 1.5m Roll (Pack of 3)",ADD 2 CART_UAE,49.33,1,NO,https://www.amazon.ae/dp/B0DDH8RK64
15-Jun-2026,09:16:27,B09M1MKKJG,"Pattex No More Nails Mounting Tape | All Purpose Double-Sided Foam Tape | Compatible with Mirror, Metal, Wood, Bricks, Stone, Tiles & More | Capacity: Upto 120kg/ Roll | 19mm x 1.5m Roll (Pack of 1)",COCTRENDZ CO,13.75,1,YES,https://www.amazon.ae/dp/B09M1MKKJG
15-Jun-2026,09:16:27,B09M1MKKJG,"Pattex No More Nails Mounting Tape | All Purpose Double-Sided Foam Tape | Compatible with Mirror, Metal, Wood, Bricks, Stone, Tiles & More | Capacity: Upto 120kg/ Roll | 19mm x 1.5m Roll (Pack of 1)",ADD 2 CART_UAE,11.81,1,NO,https://www.amazon.ae/dp/B09M1MKKJG
15-Jun-2026,09:16:27,B09M1MKKJG,"Pattex No More Nails Mounting Tape | All Purpose Double-Sided Foam Tape | Compatible with Mirror, Metal, Wood, Bricks, Stone, Tiles & More | Capacity: Upto 120kg/ Roll | 19mm x 1.5m Roll (Pack of 1)",Amazon.ae,14.57,1,NO,https://www.amazon.ae/dp/B09M1MKKJG
15-Jun-2026,09:16:27,B09M1MKKJG,"Pattex No More Nails Mounting Tape | All Purpose Double-Sided Foam Tape | Compatible with Mirror, Metal, Wood, Bricks, Stone, Tiles & More | Capacity: Upto 120kg/ Roll | 19mm x 1.5m Roll (Pack of 1)",MySyara Shop,16.72,1,NO,https://www.amazon.ae/dp/B09M1MKKJG
15-Jun-2026,09:16:27,B09M1MKKJG,"Pattex No More Nails Mounting Tape | All Purpose Double-Sided Foam Tape | Compatible with Mirror, Metal, Wood, Bricks, Stone, Tiles & More | Capacity: Upto 120kg/ Roll | 19mm x 1.5m Roll (Pack of 1)",Reliable Electrical & Sanitary Materials,38.00,1,NO,https://www.amazon.ae/dp/B09M1MKKJG
15-Jun-2026,09:16:27,B09M1MKKJG,"Pattex No More Nails Mounting Tape | All Purpose Double-Sided Foam Tape | Compatible with Mirror, Metal, Wood, Bricks, Stone, Tiles & More | Capacity: Upto 120kg/ Roll | 19mm x 1.5m Roll (Pack of 1)",SMART-FZC,44.00,1,NO,https://www.amazon.ae/dp/B09M1MKKJG
15-Jun-2026,09:16:27,B0DDH22GD2,"Pattex No More Nails Mounting Tape | All Purpose Double-Sided Foam Tape | Compatible with Mirror, Metal, Wood, Bricks, Stone, Tiles & More | Capacity: Upto 120kg/ Roll | 19mm x 1.5m Roll (Pack of 3)",Amazon.ae,52.59,1,YES,https://www.amazon.ae/dp/B0DDH22GD2
15-Jun-2026,09:16:27,B0DDH22GD2,"Pattex No More Nails Mounting Tape | All Purpose Double-Sided Foam Tape | Compatible with Mirror, Metal, Wood, Bricks, Stone, Tiles & More | Capacity: Upto 120kg/ Roll | 19mm x 1.5m Roll (Pack of 3)",ADD 2 CART_UAE,49.79,1,NO,https://www.amazon.ae/dp/B0DDH22GD2
15-Jun-2026,09:16:27,B0DDH22GD2,"Pattex No More Nails Mounting Tape | All Purpose Double-Sided Foam Tape | Compatible with Mirror, Metal, Wood, Bricks, Stone, Tiles & More | Capacity: Upto 120kg/ Roll | 19mm x 1.5m Roll (Pack of 3)",MySyara Shop,50.00,1,NO,https://www.amazon.ae/dp/B0DDH22GD2
15-Jun-2026,09:16:27,B0DDH22GD2,"Pattex No More Nails Mounting Tape | All Purpose Double-Sided Foam Tape | Compatible with Mirror, Metal, Wood, Bricks, Stone, Tiles & More | Capacity: Upto 120kg/ Roll | 19mm x 1.5m Roll (Pack of 3)",SMART-FZC,94.00,1,NO,https://www.amazon.ae/dp/B0DDH22GD2
15-Jun-2026,09:16:27,B08MXD1DCV,Henkel Pattex Tube Classic 50g,ADD 2 CART_UAE,17.99,1,YES,https://www.amazon.ae/dp/B08MXD1DCV
15-Jun-2026,09:16:27,B08MXD1DCV,Henkel Pattex Tube Classic 50g,Layra Trading,18.50,1,NO,https://www.amazon.ae/dp/B08MXD1DCV
15-Jun-2026,09:16:27,B08MXD1DCV,Henkel Pattex Tube Classic 50g,Reliable Electrical & Sanitary Materials,18.00,1,NO,https://www.amazon.ae/dp/B08MXD1DCV
15-Jun-2026,09:16:27,B08MXD1DCV,Henkel Pattex Tube Classic 50g,SMART-FZC,44.00,1,NO,https://www.amazon.ae/dp/B08MXD1DCV
15-Jun-2026,09:16:27,B0DDGXTBT6,"Pattex Contact Adhesive - 50g | Strong All-Purpose Glue for Wood, Metal, Rubber, Leather & Porcelain | Instant Grip Formula with Anti-Clog Cap | Flexible & Durable Bond (Pack of 3)",Amazon.ae,33.47,1,YES,https://www.amazon.ae/dp/B0DDGXTBT6
15-Jun-2026,09:16:27,B0DDGXTBT6,"Pattex Contact Adhesive - 50g | Strong All-Purpose Glue for Wood, Metal, Rubber, Leather & Porcelain | Instant Grip Formula with Anti-Clog Cap | Flexible & Durable Bond (Pack of 3)",ADD 2 CART_UAE,49.49,1,NO,https://www.amazon.ae/dp/B0DDGXTBT6
15-Jun-2026,09:16:27,B0DDGXTBT6,"Pattex Contact Adhesive - 50g | Strong All-Purpose Glue for Wood, Metal, Rubber, Leather & Porcelain | Instant Grip Formula with Anti-Clog Cap | Flexible & Durable Bond (Pack of 3)",SMART-FZC,74.00,1,NO,https://www.amazon.ae/dp/B0DDGXTBT6
15-Jun-2026,09:16:27,B09WD3WPF1,"Pattex Contact Glue Premium - 650ml | Strong Bond Adhesive | All-Purpose Glue for Wood, Metal, Rubber, Leather & Porcelain | Instant Grip with Anti-Clog Cap | Durable Bond (Pack of 1)",Amazon.ae,40.00,1,YES,https://www.amazon.ae/dp/B09WD3WPF1
15-Jun-2026,09:16:27,B09WD3WPF1,"Pattex Contact Glue Premium - 650ml | Strong Bond Adhesive | All-Purpose Glue for Wood, Metal, Rubber, Leather & Porcelain | Instant Grip with Anti-Clog Cap | Durable Bond (Pack of 1)",ADD 2 CART_UAE,40.99,1,NO,https://www.amazon.ae/dp/B09WD3WPF1
15-Jun-2026,09:16:27,B09WD3WPF1,"Pattex Contact Glue Premium - 650ml | Strong Bond Adhesive | All-Purpose Glue for Wood, Metal, Rubber, Leather & Porcelain | Instant Grip with Anti-Clog Cap | Durable Bond (Pack of 1)",MySyara Shop,50.99,1,NO,https://www.amazon.ae/dp/B09WD3WPF1
15-Jun-2026,09:16:27,B09WD3WPF1,"Pattex Contact Glue Premium - 650ml | Strong Bond Adhesive | All-Purpose Glue for Wood, Metal, Rubber, Leather & Porcelain | Instant Grip with Anti-Clog Cap | Durable Bond (Pack of 1)",NOOR AL MISHQAT SHIP SPARE PART TRADING LLC,40.99,1,NO,https://www.amazon.ae/dp/B09WD3WPF1
15-Jun-2026,09:16:27,B08MXC997P,Henkel Pattex Tube Transparent 50g,ADD 2 CART_UAE,11.99,1,YES,https://www.amazon.ae/dp/B08MXC997P
